Accession_STEPdb_2.0,Protein_ID_STEPdb_2.0,1ary_Gene_Name,STEPdb_Universal_Name,Uniprot_Protein_Name,STEPdb_Sub-cellular_Location_Full Name,STEPdb_Sub-cellular_Location_Letter Code,sub-cellular_topology_group,SRP_interactome_Schibich2016,TF_interactome_Oh2011,SecA_interactome_Huber2016,DnaK_client_Calloni2012,DnaK_client_Arifuzzaman2016,DnaK_client_Niwa2009,TF_client_Martinez2009,TF_client_Butland2005,TF_client_Arifuzzaman2006,TF_client_Niwa2009,GroEL_client_Kerner2005,GroEL_client_Arifuzzaman2006,GroEL_client_Chapman2006,GroEL_client_Niwa2009,SecB_client_Stepdb1.0,SecB_client_additional_data
P76347,YEEJ_ECOLI,yeeJ,"OM b-barrel protein (SEC through IM, inserted in OM by BAM), YeeJ",Uncharacterized protein YeeJ,Outer Membrane b-barrel protein,H,Secreted OM (H),,,YES,,,,,,,,,,,,,
P76349,YEEL_ECOLI,yeeL,"cytoplasmic peripheral IM protein, Putative YeeL",Putative uncharacterized protein YeeL,"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,,,,,YES,,,,,,,,,,
P76350,SHIA_ECOLI,shiA,"integral IM protein (SEC in IM), Shikimate transporter ShiA",Shikimate transporter,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76352,YEEO_ECOLI,yeeO,"integral IM protein (SEC in IM), Probable FMN/FAD exporter YeeO ",Probable FMN/FAD exporter YeeO,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76356,YOEA_ECOLI,yoeA,"OM b-barrel protein (SEC through IM, inserted in OM by BAM), Putative YoeA",Putative uncharacterized protein YoeA,Outer Membrane b-barrel protein,H,Secreted OM (H),,,,,YES,,,,,,,,,,,
P76359,YEEP_ECOLI,yeeP,"cytoplasmic protein, Putative YeeP",Putative uncharacterized protein YeeP,Cytoplasmic,A,Cytoplasmic,,,,,,YES,,,,,,,,,,
P76361,YEER_ECOLI,yeeR,"integral IM protein (SEC in IM), YeeR",Inner membrane protein YeeR,Integral Inner Membrane ,B,Integral Inner Membrane,,YES,,YES,,,,,,,,,,,,
P76362,YEES_ECOLI,yeeS,"cytoplasmic protein, UPF0758 YeeS",UPF0758 protein YeeS,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76364,CBEA_ECOLI,cbeA,"cytoplasmic protein, Cytoskeleton bundling-enhancing antitoxin CbeA",Cytoskeleton bundling-enhancing antitoxin CbeA (Antitoxin CbeA) (Antitoxin YeeU),Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76369,YEEY_ECOLI,yeeY,"nucleoid protein, HTH-type transcriptional regulator YeeY",Uncharacterized HTH-type transcriptional regulator YeeY,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,YES,,,,,,,,,,,,,
P76372,WZZB_ECOLI,wzzB,"integral IM protein (SEC in IM), Chain length determinant WzzB",Chain length determinant protein (Polysaccharide antigen chain regulator),Integral Inner Membrane ,B,Integral Inner Membrane,YES,,,,,,,,,,,,,,,
P76373,UDG_ECOLI,ugd,"cytoplasmic protein, UDP-glucose 6-dehydrogenase Ugd",UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22),Cytoplasmic,A,Cytoplasmic,,YES,,,,YES,,,,,,YES,,,,
P76387,WZC_ECOLI,wzc,"integral IM protein (SEC in IM), Tyrosine-kinase wzc Wzc",Tyrosine-protein kinase wzc (EC 2.7.10.-),Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76389,YEGH_ECOLI,yegH,"integral IM protein (SEC in IM), UPF0053 YegH",UPF0053 protein YegH,Integral Inner Membrane ,B,Integral Inner Membrane,YES,YES,YES,,,,,,,,,,,,,
P76393,YEGI_ECOLI,yegI,"integral IM protein (SEC in IM), kinase YegI",Protein kinase YegI (EC 2.7.-.-),Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76394,YEGJ_ECOLI,yegJ,"periplasmic protein (SEC through IM), YegJ",Uncharacterized protein YegJ,Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P76395,YEGK_ECOLI,yegK,"cytoplasmic protein, Serine/threonine-phosphatase 3 YegK",Serine/threonine-protein phosphatase 3 (EC 3.1.3.16) (PP2C-like Ser/Thr phosphatase) (Protein phosphatase C),Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76396,YEGL_ECOLI,yegL,"cytoplasmic protein, YegL",Uncharacterized protein YegL,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,,,
P76397,MDTA_ECOLI,mdtA,"periplasmic peripheral IM protein (SEC through IM), Multidrug resistance MdtA",Multidrug resistance protein MdtA (Multidrug transporter MdtA),Peripheral inner membrane protein facing the periplasm,F2,Secreted,YES,,,,,,,,,,,,,,,
P76398,MDTB_ECOLI,mdtB,"integral IM protein (SEC in IM), Multidrug resistance MdtB",Multidrug resistance protein MdtB (Multidrug transporter MdtB),Integral Inner Membrane ,B,Integral Inner Membrane,YES,YES,,,,,,,,,,,,,,
P76399,MDTC_ECOLI,mdtC,"integral IM protein (SEC in IM), Multidrug resistance MdtC",Multidrug resistance protein MdtC (Multidrug transporter MdtC),Integral Inner Membrane ,B,Integral Inner Membrane,,YES,YES,,,,,,,,,,,,,
P76402,YEGP_ECOLI,yegP,"cytoplasmic protein, UPF0339 YegP",UPF0339 protein YegP,Cytoplasmic,A,Cytoplasmic,,,,,YES,,,,,,,,,,,
P76403,YEGQ_ECOLI,yegQ,cytoplasmic protease YegQ,Uncharacterized protease YegQ (EC 3.4.-.-),Cytoplasmic,A,Cytoplasmic,NO,,YES,YES,,,,,,,,,,,,
P76406,YEGR_ECOLI,yegR,"OM lipoprotein (SEC through IM, inserted in OM by LOL), YegR",Uncharacterized protein YegR,Outer Membrane Lipoprotein,I,Secreted,,,,,,,,,,,,,,,,
P76407,YEGS_ECOLI,yegS,"cytoplasmic protein, Lipid kinase YegS ",Lipid kinase YegS (EC 2.7.1.-),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76417,YEGT_ECOLI,yegT,"integral IM protein (SEC in IM), Putative nucleoside transporter YegT ",Putative nucleoside transporter YegT,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76418,YEGU_ECOLI,yegU,"cytoplasmic protein, YegU",Uncharacterized protein YegU (EC 3.2.2.-),Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,,,,,,,,
P76419,YEGV_ECOLI,yegV,"cytoplasmic protein, sugar kinase YegV ",Uncharacterized sugar kinase YegV (EC 2.7.1.-),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76421,YEGX_ECOLI,yegX,"integral IM protein (SEC in IM), YegX",Uncharacterized protein YegX,Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P76422,THID_ECOLI,thiD,"cytoplasmic protein, Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase ThiD",Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase),Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,,,,YES,,,,
P76423,THIM_ECOLI,thiM,"cytoplasmic protein, Hydroxyethylthiazole kinase ThiM",Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase),Cytoplasmic,A,Cytoplasmic,,YES,YES,YES,,,,,,,,YES,,,,
P76425,RCNA_ECOLI,rcnA,"nucleoid & integral IM protein (SEC in IM), Nickel/cobalt efflux system RcnA ",Nickel/cobalt efflux system RcnA,"Nucleoid, Integral Inner Membrane","B,N",Integral Inner Membrane,YES,,YES,,,,,,,,,,,,,
P76440,PRET_ECOLI,preT,"cytoplasmic protein, NAD-dependent dihydropyrimidine dehydrogenase subunit PreT ",NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (DPD) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase),Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,,,,,,,,
P76445,LPXT_ECOLI,lpxT,"integral IM protein (SEC in IM), Lipid A 1-diphosphate synthase LpxT",Lipid A 1-diphosphate synthase (EC 2.7.4.29) (Kdo(2)-lipid A phosphotransferase) (Undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase),Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P76446,PDEN_ECOLI,pdeN,"integral IM protein (SEC in IM), Probable cyclic di-GMP phosphodiesterase PdeN",Probable cyclic di-GMP phosphodiesterase PdeN (EC 3.1.4.52),Integral Inner Membrane ,B,Integral Inner Membrane,YES,,,,,,,,,,,,,,,
P76458,ATOD_ECOLI,atoD,"cytoplasmic protein, Acetate CoA-transferase subunit alpha AtoD",Acetate CoA-transferase subunit alpha (EC 2.8.3.8) (Acetyl-CoA:acetoacetate-CoA transferase subunit alpha),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,,,
P76459,ATOA_ECOLI,atoA,"cytoplasmic protein, Acetate CoA-transferase subunit beta AtoA",Acetate CoA-transferase subunit beta (EC 2.8.3.8) (Acetyl-CoA:acetoacetate CoA-transferase subunit beta),Cytoplasmic,A,Cytoplasmic,,,,,,YES,,,,,,,,YES,,
P76460,ATOE_ECOLI,atoE,"integral IM protein (SEC in IM), Putative short-chain fatty acid transporter AtoE",Putative short-chain fatty acid transporter,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76461,ATOB_ECOLI,atoB,"cytoplasmic protein, Acetyl-CoA acetyltransferase AtoB",Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase),Cytoplasmic,A,Cytoplasmic,,,YES,,,YES,,,,,,,,YES,,
P76462,YFAP_ECOLI,yfaP,"periplasmic protein (SEC through IM), YfaP",Uncharacterized protein YfaP,Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P76463,YFAQ_ECOLI,yfaQ,"periplasmic protein (SEC through IM), YfaQ",Uncharacterized protein YfaQ,Periplasmic,G,Secreted,,,,,,,,,,,,YES,,,,
P76464,YFAS_ECOLI,yfaS,"periplasmic protein (SEC through IM), Putative alpha-2-macroglobulin homolog YfaS",Putative alpha-2-macroglobulin homolog,Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P76466,YFAT_ECOLI,yfaT,"periplasmic protein (SEC through IM), YfaT",Uncharacterized protein YfaT,Periplasmic,G,Secreted,,,YES,,,,,,,,,,,,,
P76469,RHMA_ECOLI,rhmA,"cytoplasmic protein, 2-keto-3-deoxy-L-rhamnonate aldolase RhmA",2-keto-3-deoxy-L-rhamnonate aldolase (KDR aldolase) (EC 4.1.2.53) (2-dehydro-3-deoxyrhamnonate aldolase) (2-keto-3-deoxy acid sugar aldolase),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76470,RHMT_ECOLI,rhmT,"integral IM protein (SEC in IM), transport RhmT",Inner membrane transport protein RhmT,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76471,YFAZ_ECOLI,yfaZ,"OM b-barrel protein (SEC through IM, inserted in OM by BAM), YfaZ",Outer membrane protein YfaZ,Outer Membrane b-barrel protein,H,Secreted OM (H),,,YES,,,,,,,,,,,,,
P76472,ARND_ECOLI,arnD,"cytoplasmic peripheral IM protein, Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD ",Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,YES,,,,,,,,,,YES,,YES,,
P76473,ARNT_ECOLI,arnT,"integral IM protein (SEC in IM), Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase ArnT",Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Polymyxin resistance protein PmrK) (Undecaprenyl phosphate-alpha-L-Ara4N transferase),Integral Inner Membrane ,B,Integral Inner Membrane,,YES,,,,,,,,,,,,,,
P76474,ARNF_ECOLI,arnF,"integral IM protein (SEC in IM), Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF ",Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF (L-Ara4N-phosphoundecaprenol flippase subunit ArnF) (Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF),Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76481,YFBK_ECOLI,yfbK,"IM lipoprotein (SEC through IM, inserted in OM by LOL), YfbK",Uncharacterized protein YfbK,Inner Membrane Lipoprotein,E,Secreted,,,,,,,,,,,,,,,,
P76482,YFBL_ECOLI,yfbL,"integral IM protein (SEC in IM), YfbL",Uncharacterized protein YfbL,Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P76483,YFBM_ECOLI,yfbM,"cytoplasmic protein, YfbM",Protein YfbM,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76484,YFBN_ECOLI,yfbN,"cytoplasmic protein, YfbN",Uncharacterized protein YfbN,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76485,YFBO_ECOLI,yfbO,"cytoplasmic protein, YfbO",Uncharacterized protein YfbO,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76486,YFBP_ECOLI,yfbP,"cytoplasmic protein, YfbP",Uncharacterized protein YfbP,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76491,5DNU_ECOLI,yfbR,"cytoplasmic protein, 5'-deoxynucleotidase YfbR",5'-deoxynucleotidase YfbR (EC 3.1.3.89) (5'-deoxyribonucleotidase) (Nucleoside 5'-monophosphate phosphohydrolase),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76498,YFCO_ECOLI,yfcO,"Fimbrial periplasmic protein (SEC through IM), YfcO",Uncharacterized protein YfcO,Periplasmic,G,Secreted,,,YES,,,,,,,,,,,,,
P76499,YFCP_ECOLI,yfcP,"Fimbrial periplasmic protein (SEC through IM), YfcP",Uncharacterized fimbrial-like protein YfcP,Periplasmic,G,Secreted,,,YES,,,,,,,,,,,,,
P76500,YFCQ_ECOLI,yfcQ,"Fimbrial periplasmic protein (SEC through IM), YfcQ",Uncharacterized fimbrial-like protein YfcQ,Periplasmic,G,Secreted,,,YES,,,,,,,,,,,,,
P76501,YFCR_ECOLI,yfcR,"Fimbrial periplasmic protein (SEC through IM), YfcR",Uncharacterized fimbrial-like protein YfcR,Periplasmic,G,Secreted,,,YES,,,,,,,,,,,,,
P76502,SIXA_ECOLI,sixA,"cytoplasmic peripheral IM protein, Phosphohistidine phosphatase SixA ",Phosphohistidine phosphatase SixA (EC 3.1.3.-) (RX6),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,,,,,,,,,,,,,,,
P76503,FADI_ECOLI,fadI,"cytoplasmic peripheral IM protein, 3-ketoacyl-CoA thiolase FadI",3-ketoacyl-CoA thiolase FadI (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,YES,,,,,,,,,,YES,,YES,,
P76505,YFDF_ECOLI,yfdF,"nucleoid protein, YfdF",Uncharacterized protein YfdF,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,YES,,,,,,,,,,,,,
P76506,MLAA_ECOLI,mlaA,"OM lipoprotein (SEC through IM), inserted in OM by LOL), Interphospholipid transport system MlaA ",Intermembrane phospholipid transport system lipoprotein MlaA,Outer Membrane Lipoprotein,I,Secreted,NO,YES,,,,,,,,,,YES,,,,
P76507,YFDI_ECOLI,yfdI,"integral IM protein (SEC in IM), YfdI",Uncharacterized protein YfdI,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,YES,,,,,,,,,,,,,
P76508,YFDL_ECOLI,yfdL,"cytoplasmic protein, Putative YfdL",Putative uncharacterized protein YfdL,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,,,
P76509,YFDM_ECOLI,yfdM,"cytoplasmic protein, YfdM",Protein YfdM,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76510,YFDN_ECOLI,yfdN,"cytoplasmic protein, YfdN",Uncharacterized protein YfdN,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76512,YFDP_ECOLI,yfdP,"cytoplasmic protein, YfdP",Uncharacterized protein YfdP,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76513,YFDQ_ECOLI,yfdQ,"cytoplasmic protein, YfdQ",Uncharacterized protein YfdQ,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76514,YFDR_ECOLI,yfdR,"cytoplasmic protein, YfdR",Uncharacterized protein YfdR,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,YES,,
P76515,YFDS_ECOLI,yfdS,"cytoplasmic protein, YfdS",Uncharacterized protein YfdS,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76516,YFDT_ECOLI,yfdT,"cytoplasmic protein, YfdT",Uncharacterized protein YfdT,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76518,ACOCT_ECOLI,yfdE,"cytoplasmic protein, Acetyl-CoA:oxalate CoA-transferase YfdE",Acetyl-CoA:oxalate CoA-transferase (ACOCT) (EC 2.8.3.19) (Acetyl-coenzyme A transferase) (CoA:oxalate CoA-transferase),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76520,YFDX_ECOLI,yfdX,"periplasmic protein (SEC through IM), YfdX",Protein YfdX,Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P76521,YFDY_ECOLI,yfdY,"integral IM protein (SEC in IM), YfdY",Uncharacterized protein YfdY,Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P76524,YPDF_ECOLI,ypdF,"cytoplasmic protein, Aminopeptidase YpdF",Aminopeptidase YpdF (EC 3.4.11.-),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,,,
P76535,MURQ_ECOLI,murQ,"cytoplasmic protein, N-acetylmuramic acid 6-phosphate etherase MurQ",N-acetylmuramic acid 6-phosphate etherase (MurNAc-6-P etherase) (EC 4.2.1.126) (N-acetylmuramic acid 6-phosphate hydrolase) (N-acetylmuramic acid 6-phosphate lyase),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76536,YFEX_ECOLI,yfeX,"cytoplasmic protein, Dye-decolorizing peroxidase YfeX",Dye-decolorizing peroxidase YfeX (EC 1.11.1.-) (Porphyrinogen oxidase),Cytoplasmic,A,Cytoplasmic,,,YES,YES,,,,,,,,,,,,
P76537,YFEY_ECOLI,yfeY,"OM lipoprotein (SEC through IM, inserted in OM by LOL), YfeY",Uncharacterized protein YfeY,Outer Membrane Lipoprotein,I,Secreted,,,,,,,,,,,,,,,,
P76538,YFEZ_ECOLI,yfeZ,"integral IM protein (SEC in IM), YfeZ",Inner membrane protein YfeZ,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,,,,,,,,,,YES,,,,
P76539,YPEA_ECOLI,ypeA,"cytoplasmic protein, Acetyltransferase YpeA",Acetyltransferase YpeA (EC 2.3.1.-),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76540,EUTK_ECOLI,eutK,"cytoplasmic protein, Ethanolamine utilization EutK",Ethanolamine utilization protein EutK,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76541,EUTL_ECOLI,eutL,"cytoplasmic protein, Ethanolamine utilization EutL",Ethanolamine utilization protein EutL,Cytoplasmic,A,Cytoplasmic,,,,,,YES,,,,,,,,YES,,
P76542,INTZ_ECOLI,intZ,"cytoplasmic protein, Prophage integrase IntZ",Prophage integrase IntZ (Putative prophage CPZ-55 integrase),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76543,YFFL_ECOLI,yffL,"cytoplasmic protein, YffL",Uncharacterized protein YffL,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76544,YFFM_ECOLI,yffM,"cytoplasmic protein, YffM",Uncharacterized protein YffM,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76545,YFFN_ECOLI,yffN,"cytoplasmic protein, YffN",Uncharacterized protein YffN,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P76546,YFFO_ECOLI,yffO,"cytoplasmic peripheral IM protein, YffO",Uncharacterized protein YffO,"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,,YES,,,,,,,,,,,,,
P76547,YFFP_ECOLI,yffP,"cytoplasmic protein, YffP",Uncharacterized protein YffP,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76548,YFFQ_ECOLI,yffQ,"periplasmic protein (SEC through IM), YffQ",Uncharacterized protein YffQ,Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P76549,YFFR_ECOLI,yffR,"cytoplasmic peripheral IM protein, YffR",Uncharacterized protein YffR,"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,,,,,,,,,,,,,,,
P76550,YFFS_ECOLI,yffS,"nucleoid protein, Cro/C1-type helix-turn-helix YffS",Uncharacterized protein YffS,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,,,,,,,,,YES,,,,,
P76551,EUTA_ECOLI,eutA,"cytoplasmic protein, Ethanolamine utilization EutA",Ethanolamine utilization protein EutA,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76552,EUTH_ECOLI,eutH,"integral IM protein (SEC in IM), Ethanolamine utilization EutH",Ethanolamine utilization protein EutH (Putative ethanolamine transporter),Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76553,EUTG_ECOLI,eutG,"cytoplasmic protein, Ethanolamine utilization EutG",Ethanolamine utilization protein EutG (EC 1.1.-.-),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,,,
P76555,EUTQ_ECOLI,eutQ,"cytoplasmic protein, Ethanolamine utilization EutQ",Ethanolamine utilization protein EutQ,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76556,EUTP_ECOLI,eutP,"cytoplasmic protein, Ethanolamine utilization EutP",Ethanolamine utilization protein EutP,Cytoplasmic,A,Cytoplasmic,,,YES,,YES,,,,,,,,,,,
P76558,MAO2_ECOLI,maeB,"cytoplasmic peripheral IM protein, NADP-dependent malic enzyme MaeB",NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,YES,YES,,,,,,,,,,,,,
P76559,YPFG_ECOLI,ypfG,"periplasmic protein (SEC through IM), YpfG",Uncharacterized protein YpfG,Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P76561,YPFH_ECOLI,ypfH,"cytoplasmic protein, Esterase YpfH",Esterase YpfH (EC 3.1.-.-),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76562,TMCA_ECOLI,tmcA,"cytoplasmic protein, tRNA(Met) cytidine acetyltransferase TmcA ",tRNA(Met) cytidine acetyltransferase TmcA (EC 2.3.1.193),Cytoplasmic,A,Cytoplasmic,,YES,YES,,,YES,,,,,,YES,,,,
P76569,YFGD_ECOLI,yfgD,"cytoplasmic protein, YfgD",Uncharacterized protein YfgD,Cytoplasmic,A,Cytoplasmic,,,,YES,,,,,,,,,,,,
P76573,YFGI_ECOLI,yfgI,"periplasmic protein (SEC through IM), YfgI",Uncharacterized protein YfgI,Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P76575,YFGJ_ECOLI,yfgJ,"cytoplasmic protein, YfgJ",Uncharacterized protein YfgJ,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76576,YFGM_ECOLI,yfgM,"integral IM protein (SEC in IM), UPF0070 YfgM",UPF0070 protein YfgM,Integral Inner Membrane ,B,Integral Inner Membrane,,,,YES,,,,,,,,,,,,
P76577,PBPC_ECOLI,pbpC,"integral IM protein (SEC in IM), Penicillin-binding 1C PbpC",Penicillin-binding protein 1C (PBP-1c) (PBP1c) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Transpeptidase-like module],Integral Inner Membrane ,B,Integral Inner Membrane,,YES,YES,,,,,,,,,YES,,,,
P76578,YFHM_ECOLI,yfhM,"IM lipoprotein (SEC through IM), inserted in OM by LOL), Alpha-2-macroglobulin YfhM",Alpha-2-macroglobulin (ECAM),Inner Membrane Lipoprotein,E,Secreted,,YES,YES,,,,,,,,,,,,,
P76584,YPHB_ECOLI,yphB,"cytoplasmic protein, YphB",Uncharacterized protein YphB,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76585,YPHG_ECOLI,yphG,"cytoplasmic protein, YphG",Uncharacterized protein YphG,Cytoplasmic,A,Cytoplasmic,,,YES,,,YES,,,,,,YES,,YES,,
P76586,YPHH_ECOLI,yphH,"nucleoid protein, YphH",Uncharacterized protein YphH,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,,YES,,YES,,,,,,YES,,YES,,
P76594,PKA_ECOLI,pka,"cytoplasmic protein, lysine acetyltransferase Pka ",Protein lysine acetyltransferase Pka (EC 2.3.1.-),Cytoplasmic,A,Cytoplasmic,,,YES,,,YES,,,,,,,,,,
P76611,PINH_ECOLI,pinH,"cytoplasmic protein, Putative PinH",Putative protein PinH (Putative DNA-invertase from prophage CP4-44),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76612,YPJB_ECOLI,ypjB,"cytoplasmic protein, YpjB",Uncharacterized protein YpjB,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76613,YPJC_ECOLI,ypjC,"cytoplasmic protein, YpjC",Protein YpjC,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P76616,YGAQ_ECOLI,ygaQ,"cytoplasmic protein, Putative YgaQ",Putative uncharacterized protein YgaQ,Cytoplasmic,A,Cytoplasmic,,,,,,YES,,,,,,,,,,
P76621,CSID_ECOLI,csiD,"cytoplasmic protein, CsiD",Protein CsiD,Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,,,,YES,,,,
P76628,YGAY_ECOLI,ygaY,"integral IM protein (SEC in IM), Putative transporter YgaY ",Putative uncharacterized transporter YgaY,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P76630,YGAZ_ECOLI,ygaZ,"integral IM protein (SEC in IM), YgaZ",Inner membrane protein YgaZ,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,YES,,,,,,,,,,,,,
